29,Meatball with Soup,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,chinese,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,50m,6,img/recipe/pork3.jpg
30,HomemadeChicken Potato Stuff,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",chicken,american,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,2h,0,img/recipe/chicken5.jpeg
31,Noodles with Pork,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,chinese,3,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 00m,3,img/recipe/pork2.jpeg
32,Beef Stew,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",beef,american,3,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 45m,0,img/recipe/beef5.jpeg
33,Beef Burrito,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",beef,mexican,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,50m,6,img/recipe/beef6.jpeg
34,BBQ Stick,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",chicken,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,4,img/recipe/chicken3.jpeg
35,Bacon Wraps,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,japanese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,45m,5,img/recipe/pork7.jpeg
36,Nice Pork,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,italian,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,40m,3,img/recipe/pork5.jpeg
37,Salad w/ a Lot of Things,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,japanese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,5,img/recipe/pork8.jpeg
38,Nicely Cooked Salmon,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,japanese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,35m,5,img/recipe/seafood1.jpeg
39,Fruit Cup with Granola,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,10m,4,img/recipe/snack2.jpg
40,Steam Salmon,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,chinese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,0,img/recipe/seafood5.jpg
41,... Cookies,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,45m,3,img/recipe/snack6.jpeg
42,Chocolate Cake,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,other,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 35m,0,img/recipe/snack7.jpeg
43,Vegan Sandwich,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,other,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,20m,0,img/recipe/vege4.jpg
44,Lots of Cheese,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 20m,0,img/recipe/vege9.jpg
45,Curly Sausage,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",beef,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 25m,3,img/recipe/beef7.jpeg
46,Chicken and Potato Dish,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",chicken,chinese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,35m,0,img/recipe/chicken4.jpeg
47,Fancy Sushi,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,japanese,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,50m,0,img/recipe/seafood2.jpeg
48,Pretty Cake,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,other,3,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 20m,0,img/recipe/snack8.jpeg
49,Meat and Veggie,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,american,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 45m,0,img/recipe/pork4.jpeg
50,Grilled Salmon,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,40m,9,img/recipe/seafood4.jpeg
51,Toast with Eggs,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,italian,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,0,img/recipe/vege2.jpeg
52,Steak and Veggie,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",beef,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 00m,0,img/explore/beef.jpeg
53,Roasted Whole Chicken,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",chicken,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,2h 00m,3,img/explore/chicken.jpeg
54,Olive Salad,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,mexican,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,1,img/explore/salad.jpeg
55,Even More Salmon,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,japanese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,10m,4,img/explore/seafood.jpeg
